Controller Name, DX200,,,,,,
Robot Name, DX200-R01,,,,,,
Model Traced, DX200-R01_tcp,,,,,,
Trace Model, DX200-R01-trace1_01,,,,,,
Reference Frame, world,,,,,,
,,,,,,,
Time[s],X[mm],Y[mm],Z[mm],Rx[deg],Ry[deg],Rz[deg],V[mm/s]
0.784,960.31,-142.326,377.341,-91.021,-3.476,-89.989,2.241
0.788,960.309,-142.319,377.33,-91.021,-3.474,-89.989,3.384
0.792,960.317,-142.332,377.34,-91.021,-3.474,-89.99,4.64
0.796,960.316,-142.332,377.329,-91.021,-3.474,-89.99,2.789
0.8,960.316,-142.332,377.329,-91.021,-3.474,-89.99,0
0.804,960.32,-142.328,377.334,-91.02,-3.475,-89.989,1.847
0.808,960.318,-142.339,377.334,-91.02,-3.475,-89.989,2.771
0.812,960.317,-142.338,377.323,-91.021,-3.475,-89.989,2.789
0.816,960.323,-142.341,377.327,-91.021,-3.475,-89.989,2.04
0.82,960.334,-142.343,377.336,-91.021,-3.475,-89.99,3.615
0.824,960.341,-142.353,377.334,-91.021,-3.476,-89.989,3.06
0.828,960.346,-142.36,377.338,-91.021,-3.474,-89.99,2.339
0.832,960.359,-142.373,377.34,-91.021,-3.475,-89.99,4.683
0.836,960.383,-142.381,377.351,-91.021,-3.474,-89.99,6.949
0.84,960.414,-142.392,377.367,-91.021,-3.474,-89.99,8.976
0.844,960.441,-142.411,377.37,-91.021,-3.474,-89.989,8.296
0.848,960.486,-142.435,377.399,-91.021,-3.474,-89.989,14.698
0.852,960.529,-142.47,377.416,-91.021,-3.474,-89.989,14.391
0.856,960.591,-142.508,377.442,-91.021,-3.475,-89.99,19.382
0.86,960.644,-142.539,377.455,-91.022,-3.474,-89.989,15.802
0.864,960.721,-142.581,377.493,-91.021,-3.475,-89.988,23.799
0.868,960.803,-142.64,377.536,-91.021,-3.474,-89.99,27.351
0.872,960.9,-142.701,377.581,-91.02,-3.475,-89.99,30.697
0.876,960.991,-142.752,377.607,-91.022,-3.475,-89.989,27.034
0.88,961.101,-142.819,377.653,-91.022,-3.474,-89.989,34.281
0.884,961.227,-142.909,377.714,-91.021,-3.476,-89.99,41.456
0.888,961.351,-142.981,377.762,-91.022,-3.475,-89.989,37.893
0.892,961.49,-143.074,377.823,-91.022,-3.477,-89.989,44.483
0.896,961.646,-143.161,377.898,-91.021,-3.475,-89.99,48.497
0.9,961.808,-143.269,377.96,-91.021,-3.478,-89.989,50.915
0.904,961.977,-143.366,378.037,-91.021,-3.477,-89.988,52.406
0.908,962.16,-143.479,378.116,-91.021,-3.476,-89.989,57.328
0.912,962.352,-143.594,378.194,-91.021,-3.476,-89.989,59.269
0.916,962.559,-143.719,378.284,-91.021,-3.477,-89.988,64.483
0.92,962.771,-143.855,378.379,-91.021,-3.476,-89.989,67.148
0.924,962.991,-143.996,378.472,-91.021,-3.478,-89.989,69.45
0.928,963.222,-144.137,378.572,-91.021,-3.476,-89.989,72.236
0.932,963.467,-144.287,378.676,-91.021,-3.477,-89.989,76.22
0.936,963.726,-144.446,378.794,-91.02,-3.476,-89.989,81.584
0.94,963.98,-144.603,378.895,-91.021,-3.476,-89.989,78.654
0.944,964.248,-144.776,379.009,-91.021,-3.476,-89.989,84.864
0.948,964.52,-144.945,379.129,-91.021,-3.477,-89.989,85.539
0.952,964.809,-145.113,379.262,-91.02,-3.477,-89.988,89.922
0.956,965.091,-145.293,379.378,-91.021,-3.476,-89.989,88.465
0.96,965.385,-145.464,379.504,-91.021,-3.475,-89.988,90.635
0.964,965.687,-145.655,379.641,-91.02,-3.477,-89.989,95.707
0.968,965.986,-145.847,379.765,-91.021,-3.477,-89.989,94.121
0.972,966.284,-146.029,379.894,-91.021,-3.477,-89.988,93.15
0.976,966.589,-146.218,380.022,-91.021,-3.476,-89.988,95.239
0.98,966.911,-146.407,380.167,-91.02,-3.476,-89.989,99.983
0.984,967.215,-146.6,380.295,-91.021,-3.477,-89.988,95.625
0.988,967.526,-146.8,380.427,-91.021,-3.477,-89.988,98.132
0.992,967.841,-146.992,380.565,-91.021,-3.476,-89.989,98.435
0.996,968.156,-147.19,380.704,-91.021,-3.477,-89.989,99.31
1,968.471,-147.389,380.842,-91.02,-3.477,-89.989,99.312
1.004,968.781,-147.575,380.963,-91.022,-3.478,-89.988,95.391
1.008,969.106,-147.77,381.111,-91.021,-3.477,-89.988,101.657
1.012,969.42,-147.97,381.25,-91.02,-3.478,-89.988,99.321
1.016,969.739,-148.165,381.381,-91.021,-3.477,-89.989,99.2
1.02,970.053,-148.362,381.519,-91.021,-3.478,-89.988,98.826
1.024,970.372,-148.559,381.651,-91.022,-3.477,-89.988,99.204
1.028,970.696,-148.758,381.799,-91.021,-3.479,-89.988,102.033
1.032,971.018,-148.954,381.936,-91.02,-3.478,-89.988,100.381
1.036,971.328,-149.149,382.069,-91.021,-3.476,-89.989,97.28
1.04,971.649,-149.349,382.206,-91.021,-3.478,-89.988,100.759
1.044,971.969,-149.547,382.349,-91.021,-3.477,-89.988,100.474
1.048,972.291,-149.75,382.487,-91.02,-3.478,-89.989,101.262
1.052,972.61,-149.945,382.629,-91.021,-3.477,-89.988,99.985
1.056,972.931,-150.142,382.767,-91.02,-3.476,-89.989,100.39
1.06,973.242,-150.341,382.895,-91.021,-3.478,-89.988,97.61
1.064,973.563,-150.529,383.038,-91.021,-3.477,-89.988,99.489
1.068,973.884,-150.733,383.176,-91.021,-3.478,-89.988,101.274
1.072,974.201,-150.929,383.308,-91.021,-3.477,-89.988,98.733
1.076,974.522,-151.127,383.446,-91.021,-3.476,-89.988,100.399
1.08,974.844,-151.332,383.595,-91.02,-3.477,-89.989,102.566
1.084,975.162,-151.517,383.727,-91.021,-3.477,-89.988,97.736
1.088,975.483,-151.716,383.865,-91.021,-3.476,-89.988,100.404
1.092,975.799,-151.923,383.998,-91.021,-3.477,-89.989,100.137
1.096,976.12,-152.119,384.147,-91.02,-3.477,-89.989,101.208
1.1,976.442,-152.307,384.285,-91.02,-3.476,-89.988,99.408
1.104,976.758,-152.518,384.418,-91.021,-3.479,-89.988,100.553
1.108,977.077,-152.718,384.556,-91.021,-3.478,-89.989,100.413
1.112,977.399,-152.907,384.695,-91.02,-3.477,-89.988,99.409
1.116,977.714,-153.112,384.827,-91.021,-3.479,-89.988,99.65
1.12,978.035,-153.301,384.966,-91.021,-3.478,-89.988,99.41
1.124,978.354,-153.501,385.104,-91.021,-3.477,-89.989,100.421
1.128,978.669,-153.707,385.237,-91.021,-3.479,-89.988,99.659
1.132,978.99,-153.896,385.376,-91.021,-3.478,-89.988,99.411
1.136,979.309,-154.098,385.515,-91.021,-3.477,-89.989,100.427
1.14,979.625,-154.292,385.647,-91.022,-3.479,-89.988,98.605
1.144,979.943,-154.494,385.786,-91.021,-3.478,-89.988,100.431
1.148,980.274,-154.687,385.935,-91.02,-3.477,-89.988,102.631
1.152,980.592,-154.886,386.074,-91.02,-3.477,-89.988,99.938
1.156,980.908,-155.084,386.208,-91.021,-3.478,-89.988,99.106
1.16,981.226,-155.287,386.347,-91.021,-3.477,-89.989,100.439
1.164,981.545,-155.478,386.486,-91.02,-3.476,-89.989,99.415
1.168,981.864,-155.674,386.625,-91.02,-3.478,-89.988,99.786
1.172,982.176,-155.877,386.747,-91.022,-3.477,-89.989,98.086
1.176,982.506,-156.071,386.897,-91.021,-3.477,-89.989,102.633
1.18,982.824,-156.261,387.036,-91.021,-3.477,-89.988,98.933
1.184,983.142,-156.471,387.176,-91.02,-3.478,-89.989,101.355
1.188,983.456,-156.664,387.309,-91.021,-3.477,-89.989,98.242
1.192,983.784,-156.856,387.447,-91.021,-3.477,-89.988,100.866
1.196,984.1,-157.06,387.587,-91.021,-3.476,-89.989,100.459
1.2,984.418,-157.26,387.727,-91.02,-3.477,-89.989,100.289
1.204,984.737,-157.454,387.867,-91.02,-3.477,-89.989,99.421
1.208,985.059,-157.647,387.999,-91.021,-3.477,-89.988,99.694
1.212,985.377,-157.841,388.139,-91.021,-3.476,-89.988,99.423
1.216,985.693,-158.053,388.279,-91.021,-3.477,-89.989,101.38
1.22,986.009,-158.244,388.407,-91.021,-3.477,-89.988,97.687
1.224,986.337,-158.44,388.557,-91.02,-3.477,-89.988,102.636
1.228,986.653,-158.635,388.686,-91.021,-3.476,-89.988,98.174
1.232,986.976,-158.839,388.831,-91.021,-3.477,-89.989,102.317
1.236,987.292,-159.038,388.96,-91.021,-3.479,-89.988,98.564
1.24,987.608,-159.233,389.1,-91.021,-3.478,-89.988,99.429
1.244,987.934,-159.442,389.251,-91.02,-3.478,-89.989,103.668
1.248,988.249,-159.637,389.38,-91.021,-3.477,-89.989,98.177
1.252,988.565,-159.837,389.52,-91.021,-3.479,-89.988,99.815
1.256,988.89,-160.034,389.659,-91.02,-3.478,-89.989,101.347
1.26,989.201,-160.231,389.783,-91.022,-3.478,-89.989,97.042
1.264,989.527,-160.43,389.934,-91.021,-3.477,-89.989,102.642
1.268,989.842,-160.623,390.062,-91.021,-3.477,-89.989,97.691
1.272,990.168,-160.829,390.214,-91.02,-3.479,-89.989,103.511
1.276,990.484,-161.014,390.343,-91.021,-3.478,-89.988,97.171
1.28,990.798,-161.208,390.472,-91.022,-3.478,-89.988,97.693
1.284,991.123,-161.408,390.623,-91.021,-3.478,-89.988,102.645
1.288,991.437,-161.605,390.752,-91.021,-3.477,-89.988,98.184
1.292,991.761,-161.804,390.892,-91.021,-3.477,-89.989,101.35
1.296,992.075,-162.006,391.033,-91.021,-3.479,-89.988,99.833
1.3,992.399,-162.206,391.173,-91.021,-3.478,-89.988,101.351
1.304,992.723,-162.407,391.313,-91.02,-3.478,-89.989,101.351
1.308,993.039,-162.594,391.454,-91.02,-3.477,-89.989,98.436
1.312,993.362,-162.794,391.594,-91.02,-3.477,-89.989,101.352
1.316,993.675,-162.99,391.724,-91.021,-3.477,-89.988,97.698
1.32,993.998,-163.191,391.864,-91.02,-3.477,-89.989,101.353
1.324,994.312,-163.385,391.994,-91.021,-3.478,-89.988,98.025
1.328,994.635,-163.587,392.135,-91.021,-3.478,-89.989,101.354
1.332,994.958,-163.786,392.286,-91.02,-3.478,-89.988,102.165
1.336,995.272,-163.974,392.416,-91.02,-3.478,-89.988,97.161
1.34,995.595,-164.176,392.556,-91.02,-3.477,-89.988,101.355
1.344,995.907,-164.376,392.687,-91.021,-3.477,-89.989,98.196
1.348,996.23,-164.564,392.826,-91.021,-3.477,-89.988,99.87
1.352,996.552,-164.767,392.967,-91.02,-3.477,-89.988,101.357
1.356,996.863,-164.967,393.098,-91.021,-3.476,-89.989,98.2
1.36,997.187,-165.159,393.238,-91.021,-3.476,-89.989,100.344
1.364,997.508,-165.362,393.379,-91.02,-3.475,-89.989,101.359
1.368,997.831,-165.558,393.52,-91.02,-3.478,-89.988,100.714
1.372,998.142,-165.759,393.65,-91.021,-3.477,-89.988,98.204
1.376,998.465,-165.952,393.791,-91.021,-3.477,-89.988,100.34
1.38,998.786,-166.155,393.932,-91.021,-3.477,-89.989,101.362
1.384,999.098,-166.343,394.062,-91.021,-3.477,-89.988,96.673
1.388,999.418,-166.548,394.203,-91.021,-3.477,-89.988,101.363
1.392,999.74,-166.741,394.345,-91.021,-3.477,-89.988,100.337
1.396,1000.059,-166.945,394.474,-91.021,-3.476,-89.989,100.127
1.4,1000.381,-167.139,394.616,-91.021,-3.476,-89.989,100.336
1.404,1000.695,-167.338,394.752,-91.021,-3.476,-89.988,98.856
1.408,1001.016,-167.532,394.893,-91.021,-3.476,-89.988,100.334
1.412,1001.338,-167.726,395.035,-91.021,-3.476,-89.988,100.333
1.416,1001.658,-167.931,395.176,-91.02,-3.476,-89.989,101.369
1.42,1001.978,-168.125,395.306,-91.021,-3.475,-89.989,99.08
1.424,1002.298,-168.317,395.447,-91.021,-3.476,-89.988,99.851
1.428,1002.607,-168.521,395.578,-91.021,-3.476,-89.989,98.222
1.432,1002.928,-168.716,395.72,-91.021,-3.475,-89.989,100.33
1.436,1003.252,-168.91,395.856,-91.021,-3.475,-89.988,100.225
1.44,1003.57,-169.124,395.998,-91.021,-3.477,-89.989,102.284
1.444,1003.89,-169.317,396.139,-91.021,-3.478,-89.988,99.847
1.448,1004.209,-169.512,396.27,-91.021,-3.477,-89.988,99.074
1.452,1004.524,-169.705,396.407,-91.021,-3.477,-89.988,98.304
1.456,1004.833,-169.899,396.539,-91.021,-3.477,-89.988,97.151
1.46,1005.147,-170.092,396.677,-91.021,-3.476,-89.988,98.303
1.464,1005.461,-170.294,396.816,-91.02,-3.477,-89.989,99.672
1.468,1005.758,-170.471,396.945,-91.021,-3.477,-89.988,92.199
1.472,1006.063,-170.66,397.073,-91.021,-3.477,-89.989,95.456
1.476,1006.354,-170.837,397.199,-91.021,-3.476,-89.989,90.654
1.48,1006.634,-171.019,397.315,-91.022,-3.476,-89.989,88.382
1.484,1006.922,-171.195,397.448,-91.021,-3.478,-89.988,90.638
1.488,1007.199,-171.365,397.572,-91.02,-3.478,-89.988,87.054
1.492,1007.457,-171.54,397.677,-91.021,-3.478,-89.989,82.151
1.496,1007.712,-171.697,397.788,-91.021,-3.479,-89.989,79.789
