Controller Name, DX200,,,,,,
Robot Name, DX200-R01,,,,,,
Model Traced, DX200-R01_tcp,,,,,,
Trace Model, DX200-R01-trace1_01,,,,,,
Reference Frame, world,,,,,,
,,,,,,,
Time[s],X[mm],Y[mm],Z[mm],Rx[deg],Ry[deg],Rz[deg],V[mm/s]
1.224,875.67,-235.69,940.239,-90.99,-14.368,-98.767,541.165
1.228,876.387,-233.72,940.824,-90.772,-14.06,-98.575,544.093
1.232,877.087,-231.738,941.403,-90.557,-13.755,-98.377,545.134
1.236,877.761,-229.74,942,-90.344,-13.451,-98.176,547.811
1.24,878.416,-227.719,942.574,-90.133,-13.148,-97.969,550.245
1.244,879.041,-225.681,943.151,-89.926,-12.845,-97.759,551.992
1.248,879.655,-223.612,943.731,-89.721,-12.54,-97.544,558.821
1.252,880.232,-221.542,944.303,-89.519,-12.241,-97.326,555.78
1.256,880.791,-219.449,944.86,-89.32,-11.94,-97.103,559.32
1.26,881.33,-217.334,945.427,-89.123,-11.639,-96.876,563.829
1.264,881.839,-215.206,945.976,-88.93,-11.342,-96.645,563.726
1.268,882.318,-213.074,946.526,-88.74,-11.044,-96.412,563.456
1.272,882.778,-210.924,947.088,-88.551,-10.749,-96.175,567.401
1.276,883.208,-208.769,947.614,-88.368,-10.457,-95.936,564.819
1.28,883.609,-206.616,948.144,-88.188,-10.168,-95.695,563.354
1.284,883.978,-204.47,948.672,-88.011,-9.88,-95.454,560.015
1.288,884.331,-202.315,949.18,-87.84,-9.596,-95.21,560.703
1.292,884.647,-200.192,949.687,-87.672,-9.319,-94.967,551.173
1.296,884.94,-198.078,950.164,-87.51,-9.045,-94.724,546.921
1.3,885.199,-195.985,950.637,-87.352,-8.775,-94.483,540.221
1.304,885.437,-193.933,951.098,-87.2,-8.515,-94.244,529.166
1.308,885.649,-191.9,951.551,-87.052,-8.259,-94.007,523.484
1.312,885.832,-189.92,951.973,-86.911,-8.01,-93.774,508.121
1.316,885.991,-187.975,952.386,-86.775,-7.769,-93.545,498.528
1.32,886.128,-186.079,952.78,-86.644,-7.536,-93.32,485.51
1.324,886.245,-184.24,953.164,-86.52,-7.311,-93.101,470.592
1.328,886.335,-182.453,953.526,-86.401,-7.093,-92.888,456.322
1.332,886.413,-180.729,953.867,-86.288,-6.883,-92.682,439.834
1.336,886.474,-179.064,954.188,-86.182,-6.684,-92.481,424.04
1.34,886.516,-177.472,954.511,-86.079,-6.496,-92.289,406.403
1.344,886.55,-175.927,954.803,-85.983,-6.311,-92.103,393.164
1.348,886.57,-174.472,955.083,-85.893,-6.14,-91.926,370.503
1.352,886.575,-173.09,955.339,-85.809,-5.976,-91.757,351.37
1.356,886.57,-171.773,955.575,-85.73,-5.822,-91.597,334.293
1.36,886.567,-170.538,955.805,-85.656,-5.68,-91.445,314.133
1.364,886.545,-169.373,956.01,-85.587,-5.544,-91.303,295.841
1.368,886.53,-168.278,956.212,-85.523,-5.418,-91.168,278.307
1.372,886.504,-167.275,956.388,-85.465,-5.302,-91.045,254.626
1.376,886.484,-166.34,956.55,-85.411,-5.194,-90.929,237.304
1.38,886.453,-165.476,956.696,-85.363,-5.095,-90.824,219.21
1.384,886.429,-164.703,956.833,-85.319,-5.008,-90.727,196.34
1.388,886.396,-163.994,956.957,-85.279,-4.925,-90.64,180.188
1.392,886.371,-163.355,957.054,-85.244,-4.853,-90.561,161.682
1.396,886.343,-162.79,957.158,-85.213,-4.789,-90.491,143.76
1.4,886.323,-162.288,957.237,-85.185,-4.732,-90.429,127.22
1.404,886.303,-161.846,957.314,-85.16,-4.682,-90.374,112.256
1.408,886.278,-161.457,957.374,-85.14,-4.638,-90.326,98.59
1.412,886.262,-161.134,957.439,-85.121,-4.602,-90.285,82.397
1.416,886.243,-160.844,957.478,-85.106,-4.569,-90.249,73.382
1.42,886.233,-160.61,957.52,-85.093,-4.542,-90.22,59.482
1.424,886.221,-160.392,957.555,-85.081,-4.518,-90.193,55.2
1.428,886.206,-160.227,957.579,-85.072,-4.499,-90.172,42.013
1.432,886.2,-160.076,957.615,-85.063,-4.481,-90.154,38.871
1.436,886.194,-159.959,957.631,-85.057,-4.468,-90.138,29.472
1.44,886.185,-159.85,957.639,-85.052,-4.456,-90.125,27.333
1.444,886.184,-159.77,957.66,-85.047,-4.449,-90.115,20.798
1.448,886.175,-159.698,957.661,-85.044,-4.438,-90.107,18.024
1.452,886.173,-159.638,957.685,-85.04,-4.433,-90.1,16.16
1.456,886.169,-159.597,957.683,-85.038,-4.428,-90.094,10.312
1.46,886.169,-159.555,957.694,-85.036,-4.423,-90.089,10.853
1.464,886.165,-159.53,957.699,-85.034,-4.421,-90.085,6.539
1.468,886.166,-159.506,957.694,-85.034,-4.418,-90.082,6.16
